date,home_team,away_team,home_team_fifa_rank,away_team_fifa_rank,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score,fifa_rank_delta,offense/defense_ratio,result
1996-08-31,Wales,San Marino,71,160,73.94117647058823,73.93,74.27352941176471,75.1470588235294,77.84117647058824,73.93,73.93,73.93,89,1.0164623133170485,2
1996-09-01,Argentina,Paraguay,24,46,80.96,74.15789473684211,83.172,88.23733333333334,84.616,74.77368421052631,77.61052631578947,74.32631578947368,22,1.1800586565308182,1
1996-09-01,Ecuador,Venezuela,32,118,71.64583333333333,69.0,70.47592592592592,75.47708333333334,74.92916666666666,71.66923076923078,75.26,74.5923076923077,86,1.0531309255482808,2
1996-09-20,Qatar,Sri Lanka,79,136,73.93,73.93,73.93,73.93,73.93,73.93,73.93,73.93,57,1.0,2
1996-09-23,Qatar,Philippines,79,170,73.93,73.93,73.93,73.93,73.93,73.93,73.93,73.93,91,1.0,2
1996-10-05,Wales,Netherlands,68,7,73.94117647058823,83.275,74.27352941176471,75.1470588235294,77.84117647058824,80.7325,86.34,83.77250000000001,-61,0.9308154562726214,0
1996-10-09,Denmark,Greece,9,30,80.42857142857143,79.5,78.64571428571428,77.64,79.23142857142857,78.1375,76.95,77.45,21,0.9936330187170053,2
1996-10-09,Ecuador,Colombia,31,11,71.64583333333333,77.77272727272727,70.47592592592592,75.47708333333334,74.92916666666666,78.53636363636363,80.66363636363636,78.20454545454545,-20,0.9610463209476406,0
1996-10-10,Canada,Cuba,78,57,74.06896551724138,73.93,69.30689655172414,71.51379310344828,74.42758620689655,73.93,73.93,73.93,-21,0.9673176397057794,2
1996-10-16,Mexico,Jamaica,13,38,79.62711864406779,68.63636363636364,77.0677966101695,79.30169491525425,77.4542372881356,70.02727272727272,73.89999999999999,68.95454545454545,25,1.1324401454859105,2
1996-11-03,Canada,El Salvador,56,70,74.06896551724138,61.0,69.30689655172414,71.51379310344828,74.42758620689655,73.93,73.93,64.5,14,0.9673176397057794,2
1996-11-03,USA,Guatemala,25,116,81.79310344827586,68.0,75.03793103448275,76.15862068965517,77.29827586206896,73.93,73.93,73.93,91,1.0301450113574349,2
1996-11-06,Mexico,Honduras,15,42,79.62711864406779,73.93,77.0677966101695,79.30169491525425,77.4542372881356,71.42999999999999,70.58333333333333,69.8952380952381,27,1.1102015247830639,2
1996-11-09,Germany,Northern Ireland,2,74,88.88235294117646,76.25,84.65294117647059,83.63921568627451,85.37058823529411,73.475,68.5125,73.85,72,1.1383357017526303,1
1996-11-09,Portugal,Ukraine,13,60,81.91836734693878,77.125,83.46938775510205,84.19183673469387,84.51224489795919,73.68333333333334,77.85,73.17,47,1.1426171011268111,2
1996-11-10,Croatia,Greece,22,30,78.95,79.5,78.6375,79.775,81.60499999999999,78.1375,76.95,77.45,8,1.0209566469364901,1
1996-11-10,Poland,Moldova,55,118,83.08333333333333,61.666666666666664,76.64444444444445,80.28611111111111,77.05277777777778,65.3,62.3,73.93,63,1.2294963416709206,2
1996-11-10,Switzerland,Norway,39,18,80.1842105263158,75.5,78.22105263157896,76.16578947368421,78.61052631578947,75.775,76.675,76.15,-21,1.005157234888607,0
1996-11-17,Costa Rica,Guatemala,79,116,79.6734693877551,68.0,70.31803278688524,71.28688524590164,71.04098360655738,73.93,73.93,73.93,37,0.9642484139848727,2
1996-12-01,Costa Rica,USA,83,16,79.6734693877551,81.79661016949153,70.31803278688524,71.28688524590164,71.04098360655738,75.09322033898304,76.18305084745764,77.1728813559322,-67,0.9493118676240148,2
1996-12-14,Belgium,Netherlands,42,10,83.2,83.275,81.42,81.89750000000001,81.83250000000001,80.7325,86.34,83.77250000000001,-32,1.0144303719072245,0
1996-12-14,Portugal,Germany,15,2,81.91836734693878,87.65714285714286,83.46938775510205,84.19183673469387,84.51224489795919,84.22571428571429,83.19428571428573,85.29428571428572,-13,0.9995977766254911,1
1996-12-14,USA,Costa Rica,16,83,81.79310344827586,79.0925925925926,75.03793103448275,76.15862068965517,77.29827586206896,70.19402985074628,71.30000000000001,71.23134328358209,67,1.0849729079751,2
1996-12-14,Wales,Turkey,82,31,73.94117647058823,80.0,74.27352941176471,75.1470588235294,77.84117647058824,77.225,77.55,79.6875,-51,0.9730923771256641,1
1996-12-15,Argentina,Chile,19,26,80.96,78.25,83.172,88.23733333333334,84.616,74.41,78.31904761904762,79.58571428571429,7,1.1858262778300408,1
1996-12-15,Uruguay,Peru,54,53,79.21518987341773,68.78947368421052,79.59367088607594,83.61645569620254,78.27721518987342,72.50555555555555,75.79375,73.97647058823529,-1,1.1532420523574023,2
1996-12-21,Costa Rica,Trinidad and Tobago,72,41,79.6734693877551,70.55555555555556,70.31803278688524,71.28688524590164,71.04098360655738,67.02222222222223,72.87777777777778,66.25,-31,1.0636305822498586,2
1997-01-12,Cameroon,Angola,56,70,76.22222222222223,64.0,77.32592592592593,78.48518518518519,77.18148148148148,73.93,76.86666666666666,73.93,14,1.0616148408654833,1
1997-01-12,Ghana,Morocco,25,27,68.82608695652173,70.55,73.66551724137932,74.26206896551724,78.51379310344828,75.015,76.245,76.27000000000001,2,0.9899629269548389,1
1997-01-12,Tunisia,Egypt,23,28,61.15384615384615,72.0,72.04074074074073,71.28888888888889,72.62592592592593,70.83333333333333,73.92,73.4,5,1.0064313725490197,2
1997-01-12,Uruguay,Argentina,43,22,79.21518987341773,81.52307692307693,79.59367088607594,83.61645569620254,78.27721518987342,83.40307692307692,88.3076923076923,84.69846153846153,-21,1.0025584040900843,1
1997-02-12,Ecuador,Uruguay,33,43,71.64583333333333,79.27272727272727,70.47592592592592,75.47708333333334,74.92916666666666,79.53030303030303,83.23636363636365,78.45,10,0.9490355305772529,2
1997-02-12,England,Italy,12,10,83.76744186046511,88.2,85.64418604651162,86.12325581395349,85.23720930232558,84.8,84.74,84.64,-2,1.0156044317683195,0
1997-02-12,Spain,Malta,8,122,90.17073170731707,64.0,85.68780487804878,86.1609756097561,87.54146341463414,73.93,60.3,73.93,114,1.1654399514372527,2
1997-03-02,Mexico,Canada,11,48,79.62711864406779,74.2,77.0677966101695,79.30169491525425,77.4542372881356,69.27,71.67333333333333,74.03999999999999,37,1.144820195109777,2
1997-03-16,Costa Rica,Mexico,66,11,79.6734693877551,79.58666666666667,70.31803278688524,71.28688524590164,71.04098360655738,76.87733333333334,79.59733333333334,77.35866666666666,-55,0.9272809312571756,1
1997-03-29,Croatia,Denmark,25,4,78.95,79.94444444444444,78.6375,79.775,81.60499999999999,78.58333333333333,77.5638888888889,79.13333333333334,-21,1.0151643690349947,1
1997-03-29,Saudi Arabia,Malaysia,36,97,71.5,73.93,72.61666666666666,69.69583333333334,72.82083333333334,73.93,73.93,73.93,61,0.942727354704901,2
1997-03-29,Wales,Belgium,82,44,73.94117647058823,83.33333333333333,74.27352941176471,75.1470588235294,77.84117647058824,81.49230769230769,82.05641025641025,81.92820512820512,-38,0.9221368366111783,0
1997-03-31,Saudi Arabia,Chinese Taipei,36,173,71.5,73.93,72.61666666666666,69.69583333333334,72.82083333333334,73.93,73.93,73.93,137,0.942727354704901,2
1997-04-02,Croatia,Slovenia,25,89,78.95,84.75,78.6375,79.775,81.60499999999999,72.175,74.75,74.925,64,1.105299618981642,1
1997-04-02,Poland,Italy,56,10,83.08333333333333,88.2,76.64444444444445,80.28611111111111,77.05277777777778,84.8,84.74,84.64,-46,0.946770178197065,1
1997-04-06,Cameroon,Zimbabwe,59,50,76.22222222222223,73.93,77.32592592592593,78.48518518518519,77.18148148148148,65.0,72.3,73.93,-9,1.2074643874643876,2
1997-04-06,Canada,El Salvador,48,74,74.06896551724138,61.0,69.30689655172414,71.51379310344828,74.42758620689655,73.93,73.93,64.5,26,0.9673176397057794,1
1997-04-13,Mexico,Jamaica,12,37,79.62711864406779,68.63636363636364,77.0677966101695,79.30169491525425,77.4542372881356,70.02727272727272,73.89999999999999,68.95454545454545,25,1.1324401454859105,2
1997-04-20,USA,Mexico,21,12,81.79310344827586,79.58666666666667,75.03793103448275,76.15862068965517,77.29827586206896,76.87733333333334,79.59733333333334,77.35866666666666,-9,0.9906511761982963,1
1997-04-27,Cameroon,Togo,62,70,76.22222222222223,66.83333333333333,77.32592592592593,78.48518518518519,77.18148148148148,73.93,72.0,62.5,8,1.0616148408654833,2
1997-04-27,Canada,Jamaica,55,37,74.06896551724138,68.63636363636364,69.30689655172414,71.51379310344828,74.42758620689655,70.02727272727272,73.89999999999999,68.95454545454545,-18,1.0212277348278997,1
1997-04-30,Denmark,Slovenia,5,83,80.42857142857143,84.75,78.64571428571428,77.64,79.23142857142857,72.175,74.75,74.925,78,1.075718739175615,2
1997-04-30,England,Georgia,14,100,83.76744186046511,73.0,85.64418604651162,86.12325581395349,85.23720930232558,69.86,67.45,70.38333333333334,86,1.2327978215567348,2
1997-04-30,Germany,Ukraine,2,48,88.88235294117646,77.125,84.65294117647059,83.63921568627451,85.37058823529411,73.68333333333334,77.85,73.17,46,1.135117154756044,2
1997-04-30,Switzerland,Hungary,51,72,80.1842105263158,76.875,78.22105263157896,76.16578947368421,78.61052631578947,71.5625,73.75,73.7,21,1.0643254424270283,2
1997-05-11,Costa Rica,Jamaica,57,37,79.6734693877551,68.63636363636364,70.31803278688524,71.28688524590164,71.04098360655738,70.02727272727272,73.89999999999999,68.95454545454545,-20,1.0179874564519256,2
1997-05-31,Poland,England,57,13,83.08333333333333,83.32608695652173,76.64444444444445,80.28611111111111,77.05277777777778,84.75652173913043,85.15,84.4695652173913,-44,0.9472558508030962,0
1997-06-01,Canada,Costa Rica,52,53,74.06896551724138,79.0925925925926,69.30689655172414,71.51379310344828,74.42758620689655,70.19402985074628,71.30000000000001,71.23134328358209,1,1.0188016453181021,2
1997-06-01,Korea Republic,Thailand,36,64,73.86538461538461,73.93,72.35,75.06538461538462,74.60384615384615,73.93,73.93,73.93,28,1.0153575627672746,1
1997-06-07,Belgium,San Marino,31,166,83.2,73.93,81.42,81.89750000000001,81.83250000000001,73.93,73.93,73.93,135,1.1077708643311241,2
1997-06-07,Morocco,Ghana,19,35,72.96551724137932,68.66666666666667,76.2,77.42758620689655,74.9448275862069,73.38529411764705,74.06176470588235,78.67941176470588,16,1.055083135359097,2
1997-06-07,Portugal,Albania,16,120,81.91836734693878,69.0,83.46938775510205,84.19183673469387,84.51224489795919,75.2,68.15714285714286,72.41428571428571,104,1.1195722970039077,2
1997-06-08,Argentina,Peru,21,39,80.96,68.78947368421052,83.172,88.23733333333334,84.616,72.50555555555555,75.79375,73.97647058823529,18,1.2169734119990807,2
1997-06-08,Denmark,Bosnia and Herzegovina,3,116,80.42857142857143,73.125,78.64571428571428,77.64,79.23142857142857,72.1875,77.325,75.8625,113,1.0755324675324676,2
1997-06-08,Ecuador,Chile,40,27,71.64583333333333,78.25,70.47592592592592,75.47708333333334,74.92916666666666,74.41,78.31904761904762,79.58571428571429,-13,1.0143405904224343,1
1997-06-08,Spain,Czech Republic,5,8,90.17073170731707,86.14285714285714,85.68780487804878,86.1609756097561,87.54146341463414,78.77142857142857,77.8,80.0,3,1.093809991418739,2
1997-06-08,Uruguay,Colombia,54,11,79.21518987341773,77.77272727272727,79.59367088607594,83.61645569620254,78.27721518987342,78.53636363636363,80.66363636363636,78.20454545454545,-43,1.0646845846257993,1
1997-06-09,IR Iran,Kyrgyz Republic,73,173,67.8,70.0,68.97142857142858,71.740625,68.4076923076923,73.93,73.93,73.93,100,0.9703858379548219,2
1997-06-11,Australia,Solomon Islands,34,139,78.50909090909092,73.93,72.15272727272728,73.86363636363636,74.23636363636363,73.93,73.93,73.93,105,0.9991023449700576,2
1997-06-11,IR Iran,Maldives,73,179,67.8,73.93,68.97142857142858,71.740625,68.4076923076923,73.93,73.93,73.93,106,0.9703858379548219,2
1997-06-13,IR Iran,Syria,73,115,67.8,73.93,68.97142857142858,71.740625,68.4076923076923,73.93,73.93,73.93,42,0.9703858379548219,1
1997-06-19,Australia,Tahiti,33,171,78.50909090909092,73.93,72.15272727272728,73.86363636363636,74.23636363636363,73.93,73.93,73.93,138,0.9991023449700576,2
1997-06-25,Japan,Nepal,17,150,70.28947368421052,73.93,73.60000000000001,73.57843137254902,77.1125,73.93,73.93,73.93,133,0.9952445742262818,2
1997-06-28,Japan,Oman,17,98,70.28947368421052,74.83333333333333,73.60000000000001,73.57843137254902,77.1125,73.93,62.7,73.93,81,0.9952445742262818,1
1997-07-06,Australia,New Zealand,33,118,78.50909090909092,68.0,72.15272727272728,73.86363636363636,74.23636363636363,70.2,70.7,69.2,85,1.0521885521885521,2
1997-08-10,Costa Rica,El Salvador,54,73,79.6734693877551,61.0,70.31803278688524,71.28688524590164,71.04098360655738,73.93,73.93,64.5,19,0.9642484139848727,1
1997-08-16,Morocco,Gabon,15,61,72.96551724137932,63.0,76.2,77.42758620689655,74.9448275862069,61.5,70.43333333333334,73.2,46,1.2589851415755537,2
1997-08-17,Ghana,Sierra Leone,42,86,68.82608695652173,73.93,73.66551724137932,74.26206896551724,78.51379310344828,73.93,66.0,65.2,44,1.0044916673274347,0
1997-08-17,Tunisia,Namibia,28,80,61.15384615384615,73.93,72.04074074074073,71.28888888888889,72.62592592592593,73.93,73.93,73.93,52,0.9642755158783834,2
1997-08-20,Portugal,Armenia,30,108,81.91836734693878,62.75,83.46938775510205,84.19183673469387,84.51224489795919,73.93,67.575,75.0,78,1.1388047711983478,2
1997-09-06,Croatia,Bosnia and Herzegovina,33,117,78.95,73.125,78.6375,79.775,81.60499999999999,72.1875,77.325,75.8625,84,1.1051082251082252,2
1997-09-06,Germany,Portugal,4,30,88.88235294117646,81.84782608695652,84.65294117647059,83.63921568627451,85.37058823529411,83.12608695652175,84.35434782608696,84.08695652173913,26,1.0061728964821977,1
1997-09-06,Netherlands,Belgium,6,38,83.2,83.33333333333333,80.33333333333333,86.08888888888889,83.7911111111111,81.49230769230769,82.05641025641025,81.92820512820512,32,1.0564050930295974,2
1997-09-06,Switzerland,Finland,64,65,80.1842105263158,79.28571428571429,78.22105263157896,76.16578947368421,78.61052631578947,72.85714285714286,71.42857142857143,73.21428571428571,1,1.0454127966976263,0
1997-09-07,USA,Costa Rica,28,56,81.79310344827586,79.0925925925926,75.03793103448275,76.15862068965517,77.29827586206896,70.19402985074628,71.30000000000001,71.23134328358209,28,1.0849729079751,2
1997-09-10,England,Moldova,7,127,83.76744186046511,61.666666666666664,85.64418604651162,86.12325581395349,85.23720930232558,65.3,62.3,73.93,120,1.3188860002136829,2
1997-09-12,Korea Republic,Uzbekistan,34,83,73.86538461538461,73.93,72.35,75.06538461538462,74.60384615384615,73.93,73.93,66.0,49,1.0153575627672746,2
1997-09-14,Saudi Arabia,Kuwait,35,51,71.5,73.93,72.61666666666666,69.69583333333334,72.82083333333334,73.93,73.93,73.93,16,0.942727354704901,2
1997-09-19,IR Iran,Saudi Arabia,53,38,67.8,71.83333333333333,68.97142857142858,71.740625,68.4076923076923,72.89166666666667,70.07916666666667,72.92916666666666,-15,0.9842088716131244,1
1997-09-19,Qatar,Kuwait,85,49,73.93,73.93,73.93,73.93,73.93,73.93,73.93,73.93,-36,1.0,0
1997-09-26,Qatar,China PR,85,58,73.93,71.55555555555556,73.93,73.93,73.93,69.75555555555555,72.67777777777778,71.87777777777778,-27,1.0598438993309973,1
1997-09-28,Japan,Korea Republic,18,35,70.28947368421052,73.9090909090909,73.60000000000001,73.57843137254902,77.1125,72.50181818181818,75.03818181818183,74.39454545454545,17,1.0148494647131598,0
1997-10-03,USA,Jamaica,32,40,81.79310344827586,68.63636363636364,75.03793103448275,76.15862068965517,77.29827586206896,70.02727272727272,73.89999999999999,68.95454545454545,8,1.087556572226674,1
1997-10-05,Mexico,El Salvador,11,73,79.62711864406779,61.0,77.0677966101695,79.30169491525425,77.4542372881356,73.93,73.93,64.5,62,1.0726592035067528,2
1997-10-11,Belgium,Wales,48,98,83.2,73.9375,81.42,81.89750000000001,81.83250000000001,74.275,75.071875,77.94375,50,1.1026253786603837,2
1997-10-11,Germany,Albania,2,116,88.88235294117646,69.0,84.65294117647059,83.63921568627451,85.37058823529411,75.2,68.15714285714286,72.41428571428571,114,1.112223612849395,2
1997-10-11,Netherlands,Turkey,4,39,83.2,80.0,80.33333333333333,86.08888888888889,83.7911111111111,77.225,77.55,79.6875,35,1.1147800438833135,1
1997-10-11,Portugal,Northern Ireland,24,72,81.91836734693878,76.25,83.46938775510205,84.19183673469387,84.51224489795919,73.475,68.5125,73.85,48,1.1458569137079806,2
1997-10-11,Saudi Arabia,Qatar,38,85,71.5,73.93,72.61666666666666,69.69583333333334,72.82083333333334,73.93,73.93,73.93,47,0.942727354704901,2
1997-10-11,Spain,Faroe Islands,6,117,90.17073170731707,60.0,85.68780487804878,86.1609756097561,87.54146341463414,73.93,73.93,73.93,111,1.1654399514372527,2
1997-10-11,Switzerland,Azerbaijan,65,122,80.1842105263158,73.93,78.22105263157896,76.16578947368421,78.61052631578947,73.93,62.0,61.2,57,1.030241978543003,2
1997-10-12,Argentina,Uruguay,10,47,80.96,79.27272727272727,83.172,88.23733333333334,84.616,79.53030303030303,83.23636363636365,78.45,37,1.1094806629834255,1
